title,text-data,desktop-hidden 2,desktop-hidden 4
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",100 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,100 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",120 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,120 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",90 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,90 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",25 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,25 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",32 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,32 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",75 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,75 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",160 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,160 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",70 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,70 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",120 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,120 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",105 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,105 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",150 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,150 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",90 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,90 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",80 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,80 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",65 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,65 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",120 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,120 m2
"Apartment for rent  in Venice, Italy",Apartment for rent in Venice,430 EUR,N/A
"Apartment for rent  in Mira, Italy",Apartment for rent in Mira,670 EUR,N/A
"Apartment for rent  in Venice, Italy",Apartment for rent in Venice,580 EUR,N/A
"Apartment for rent  in Venice, Italy",Apartment for rent in Venice,680 EUR,N/A
"Apartment for rent  in San Vito di Cadore, Italy",Apartment for rent in San Vito di Cadore,650 EUR,N/A
"Apartment for rent  in Jesolo, Italy",Apartment for rent in Jesolo,"12,000 EUR",N/A
"Apartment for rent  in Venice, Italy",Apartment for rent in Venice,620 EUR,N/A
"Apartment for rent  in Venice, Italy",Apartment for rent in Venice,"2,000 EUR",N/A
"Apartment for rent  in Venice, Italy",Apartment for rent in Venice,600 EUR,N/A
"Apartment for rent  in Venice, Italy",Apartment for rent in Venice,450 EUR,N/A
"Apartment for rent  in Spinea, Italy",Apartment for rent in Spinea,700 EUR,N/A
"Apartment for rent  in Venice, Italy",Apartment for rent in Venice,600 EUR,N/A
"Apartment for rent  in Milano Zona 3 - Porta Venezia, Città Studi, Lambrate, Italy","Apartment for rent in Milano Zona 3 - Porta Venezia, Città Studi, Lambrate",Not specified,N/A
"Apartment for rent  in Milano Zona 3 - Porta Venezia, Città Studi, Lambrate, Italy","Apartment for rent in Milano Zona 3 - Porta Venezia, Città Studi, Lambrate",Not specified,N/A
"Apartment for rent  in Lucca, Italy",Apartment for rent in Lucca,Not specified,N/A
"Apartment for rent  in Lucca, Italy",Apartment for rent in Lucca,Not specified,N/A
"Apartment for rent  in Lucca, Italy",Apartment for rent in Lucca,Not specified,N/A
"Apartment for rent  in Roma Municipio III – Monte Sacro, Italy",Apartment for rent in Roma Municipio III – Monte Sacro,950 EUR,N/A
"Apartment for rent  in Olbia, Italy",Apartment for rent in Olbia,Not specified,N/A
"Apartment for rent  in Roma Municipio I – Centro Storico, Italy",Apartment for rent in Roma Municipio I – Centro Storico,"2,000 EUR",N/A
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",Apartment for rent in Milano Zona 1 - Centro storico,Not specified,N/A
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",Apartment for rent in Milano Zona 1 - Centro storico,Not specified,N/A
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",Apartment for rent in Milano Zona 1 - Centro storico,Not specified,N/A
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",Apartment for rent in Milano Zona 1 - Centro storico,Not specified,N/A
